id,city,time,content,clean_content,compound_content,ml_text,handler,status,url,label,priority,is_synthetic
SYN0011,Hanoi,,"Tại nút giao gần đường Hồ Tùng Mậu, phường Mai Dịch, quận Cầu Giấy, đèn tín hiệu giao thông bị mất pha xanh theo một hướng, làm các phương tiện phải chờ rất lâu. Tình trạng này gây ùn tắc kéo dài trong nhiều khung giờ. Kính đề nghị điều chỉnh và sửa chữa kịp thời.","Tại nút giao gần đường Hồ Tùng Mậu, phường Mai Dịch, quận Cầu Giấy, đèn tín hiệu giao thông bị mất pha xanh theo một hướng, làm các phương tiện phải chờ rất lâu. Tình trạng này gây ùn tắc kéo dài trong nhiều khung giờ. Kính đề nghị điều chỉnh và sửa chữa kịp thời.","tại nút giao gần đường hồ_tùng mậu , phường mai_dịch , quận cầu giấy , đèn tín_hiệu giao_thông bị mất pha xanh theo một hướng , làm các phương_tiện phải chờ rất lâu . tình_trạng này gây ùn_tắc kéo_dài trong nhiều khung giờ . kính đề_nghị điều_chỉnh và sửa_chữa kịp_thời .","tại nút giao gần đường hồ_tùng mậu , phường mai_dịch , quận cầu giấy , đèn tín_hiệu giao_thông bị mất pha xanh theo một hướng , làm các phương_tiện phải chờ rất lâu . tình_trạng này gây ùn_tắc kéo_dài trong nhiều khung giờ . kính đề_nghị điều_chỉnh và sửa_chữa kịp_thời .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0012,Hanoi,,"Người dân phản ánh đèn đỏ tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy sáng quá lâu trong khi các hướng còn lại ít phương tiện. Việc phân bổ thời gian đèn chưa hợp lý gây lãng phí thời gian và ùn ứ cục bộ. Đề nghị khảo sát lại chu kỳ đèn.","Người dân phản ánh đèn đỏ tại đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy sáng quá lâu trong khi các hướng còn lại ít phương tiện. Việc phân bổ thời gian đèn chưa hợp lý gây lãng phí thời gian và ùn ứ cục bộ. Đề nghị khảo sát lại chu kỳ đèn.","người dân phản_ánh đèn_đỏ tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy sáng quá lâu trong khi các hướng còn lại ít phương_tiện . việc phân_bổ thời_gian đèn chưa hợp_lý gây lãng_phí thời_gian và ùn ứ cục_bộ . đề_nghị khảo_sát lại chu_kỳ đèn .","người dân phản_ánh đèn_đỏ tại đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy sáng quá lâu trong khi các hướng còn lại ít phương_tiện . việc phân_bổ thời_gian đèn chưa hợp_lý gây lãng_phí thời_gian và ùn ứ cục_bộ . đề_nghị khảo_sát lại chu_kỳ đèn .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0013,Hanoi,,"Đèn tín hiệu cho người đi bộ tại phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trưng bị mờ và khó quan sát vào ban ngày. Người dân, đặc biệt là học sinh và người lớn tuổi, gặp khó khăn khi sang đường. Đề nghị kiểm tra và thay thế thiết bị nếu cần.","Đèn tín hiệu cho người đi bộ tại phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trưng bị mờ và khó quan sát vào ban ngày. Người dân, đặc biệt là học sinh và người lớn tuổi, gặp khó khăn khi sang đường. Đề nghị kiểm tra và thay thế thiết bị nếu cần.","đèn tín_hiệu cho người đi bộ tại phố minh_khai , phường vĩnh_tuy , quận hai bà trưng bị mờ và khó quan_sát vào ban_ngày . người dân , đặc_biệt là học_sinh và người lớn_tuổi , gặp khó_khăn khi sang đường . đề_nghị kiểm_tra và thay_thế thiết_bị nếu cần .","đèn tín_hiệu cho người đi bộ tại phố minh_khai , phường vĩnh_tuy , quận hai bà trưng bị mờ và khó quan_sát vào ban_ngày . người dân , đặc_biệt là học_sinh và người lớn_tuổi , gặp khó_khăn khi sang đường . đề_nghị kiểm_tra và thay_thế thiết_bị nếu cần .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0014,Hanoi,,"Tại đường Láng, đoạn gần cầu vượt Láng Hạ, quận Đống Đa, đèn giao thông không đồng bộ với lưu lượng phương tiện thực tế. Một số thời điểm xe từ đường nhánh phải chờ quá lâu, dẫn đến tình trạng vượt đèn đỏ. Đề nghị cơ quan chức năng điều chỉnh chu kỳ hoạt động.","Tại đường Láng, đoạn gần cầu vượt Láng Hạ, quận Đống Đa, đèn giao thông không đồng bộ với lưu lượng phương tiện thực tế. Một số thời điểm xe từ đường nhánh phải chờ quá lâu, dẫn đến tình trạng vượt đèn đỏ. Đề nghị cơ quan chức năng điều chỉnh chu kỳ hoạt động.","tại đường láng , đoạn gần cầu_vượt láng_hạ , quận đống_đa , đèn giao_thông không đồng_bộ với lưu_lượng phương_tiện thực_tế . một_số thời_điểm xe từ_đường nhánh phải chờ quá lâu , dẫn đến tình_trạng vượt đèn_đỏ . đề_nghị cơ_quan_chức_năng điều_chỉnh chu_kỳ hoạt_động .","tại đường láng , đoạn gần cầu_vượt láng_hạ , quận đống_đa , đèn giao_thông không đồng_bộ với lưu_lượng phương_tiện thực_tế . một_số thời_điểm xe từ_đường nhánh phải chờ quá lâu , dẫn đến tình_trạng vượt đèn_đỏ . đề_nghị cơ_quan_chức_năng điều_chỉnh chu_kỳ hoạt_động .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0015,Hanoi,,"Đèn tín hiệu tại khu vực phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa bị nghiêng, hướng đèn không còn quay đúng về phía người điều khiển phương tiện. Việc này khiến tài xế khó quan sát tín hiệu từ xa. Đề nghị kiểm tra lại vị trí lắp đặt.","Đèn tín hiệu tại khu vực phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa bị nghiêng, hướng đèn không còn quay đúng về phía người điều khiển phương tiện. Việc này khiến tài xế khó quan sát tín hiệu từ xa. Đề nghị kiểm tra lại vị trí lắp đặt.","đèn tín_hiệu tại khu_vực phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa bị nghiêng , hướng đèn không còn quay đúng về phía người điều_khiển phương_tiện . việc này khiến tài_xế khó quan_sát tín_hiệu từ xa . đề_nghị kiểm_tra lại vị_trí lắp_đặt .","đèn tín_hiệu tại khu_vực phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa bị nghiêng , hướng đèn không còn quay đúng về phía người điều_khiển phương_tiện . việc này khiến tài_xế khó quan_sát tín_hiệu từ xa . đề_nghị kiểm_tra lại vị_trí lắp_đặt .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0016,Hanoi,,"Tại ngõ 93 Hoàng Văn Thái, phường Khương Trung, quận Thanh Xuân, đèn vàng nhấp nháy liên tục trong thời gian dài dù đây là khu vực có mật độ xe lớn. Việc thiếu điều khiển giao thông rõ ràng gây mất trật tự và tiềm ẩn nguy hiểm. Kính đề nghị khôi phục hoạt động bình thường của đèn.","Tại ngõ 93 Hoàng Văn Thái, phường Khương Trung, quận Thanh Xuân, đèn vàng nhấp nháy liên tục trong thời gian dài dù đây là khu vực có mật độ xe lớn. Việc thiếu điều khiển giao thông rõ ràng gây mất trật tự và tiềm ẩn nguy hiểm. Kính đề nghị khôi phục hoạt động bình thường của đèn.","tại ngõ 93 hoàng_văn_thái , phường khương_trung , quận thanh_xuân , đèn_vàng nhấp_nháy liên_tục trong thời_gian dài dù đây là khu_vực có mật_độ xe lớn . việc thiếu_điều_khiển giao_thông rõ_ràng gây mất trật_tự và tiềm_ẩn nguy_hiểm . kính đề_nghị khôi_phục hoạt_động bình_thường của đèn .","tại ngõ 93 hoàng_văn_thái , phường khương_trung , quận thanh_xuân , đèn_vàng nhấp_nháy liên_tục trong thời_gian dài dù đây là khu_vực có mật_độ xe lớn . việc thiếu_điều_khiển giao_thông rõ_ràng gây mất trật_tự và tiềm_ẩn nguy_hiểm . kính đề_nghị khôi_phục hoạt_động bình_thường của đèn .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0017,Hanoi,,"Người dân phản ánh đèn tín hiệu tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân thường xuyên bị che khuất bởi biển quảng cáo và cây xanh. Các phương tiện đi từ xa khó nhận biết tín hiệu, nhất là vào buổi tối. Đề nghị kiểm tra và xử lý vật che khuất.","Người dân phản ánh đèn tín hiệu tại đường Nguyễn Trãi, đoạn gần Ngã Tư Sở, quận Thanh Xuân thường xuyên bị che khuất bởi biển quảng cáo và cây xanh. Các phương tiện đi từ xa khó nhận biết tín hiệu, nhất là vào buổi tối. Đề nghị kiểm tra và xử lý vật che khuất.","người dân phản_ánh đèn tín_hiệu tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân thường_xuyên bị che_khuất bởi biển quảng_cáo và cây_xanh . các phương_tiện đi từ xa khó nhận_biết tín_hiệu , nhất là vào buổi tối . đề_nghị kiểm_tra và xử_lý vật che_khuất .","người dân phản_ánh đèn tín_hiệu tại đường nguyễn_trãi , đoạn gần ngã tư_sở , quận thanh_xuân thường_xuyên bị che_khuất bởi biển quảng_cáo và cây_xanh . các phương_tiện đi từ xa khó nhận_biết tín_hiệu , nhất là vào buổi tối . đề_nghị kiểm_tra và xử_lý vật che_khuất .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0018,Hanoi,,"Đèn tín hiệu giao thông tại khu vực đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy hoạt động không ổn định, có thời điểm không chuyển pha đúng chu kỳ. Việc này khiến các phương tiện di chuyển lộn xộn, dễ xảy ra va chạm tại nút giao. Kính đề nghị đơn vị quản lý kiểm tra và khắc phục sớm.","Đèn tín hiệu giao thông tại khu vực đường Xuân Thủy, đoạn trước cổng Trường Đại học Quốc gia Hà Nội, quận Cầu Giấy hoạt động không ổn định, có thời điểm không chuyển pha đúng chu kỳ. Việc này khiến các phương tiện di chuyển lộn xộn, dễ xảy ra va chạm tại nút giao. Kính đề nghị đơn vị quản lý kiểm tra và khắc phục sớm.","đèn tín_hiệu giao_thông tại khu_vực đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy hoạt_động không ổn_định , có thời_điểm không chuyển pha đúng chu_kỳ . việc này khiến các phương_tiện di_chuyển lộn_xộn , dễ xảy ra va_chạm tại nút giao . kính đề_nghị đơn_vị quản_lý kiểm_tra và khắc_phục sớm .","đèn tín_hiệu giao_thông tại khu_vực đường xuân_thủy , đoạn trước cổng trường đại_học quốc_gia hà_nội , quận cầu giấy hoạt_động không ổn_định , có thời_điểm không chuyển pha đúng chu_kỳ . việc này khiến các phương_tiện di_chuyển lộn_xộn , dễ xảy ra va_chạm tại nút giao . kính đề_nghị đơn_vị quản_lý kiểm_tra và khắc_phục sớm .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0019,Hanoi,,"Tại nút giao gần đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, thời gian chờ đèn đỏ quá lâu trong khi lượng phương tiện lưu thông rất lớn. Vào giờ cao điểm, tình trạng này gây ùn tắc kéo dài và ảnh hưởng đến các tuyến đường lân cận. Đề nghị cơ quan chức năng xem xét điều chỉnh chu kỳ đèn cho phù hợp.","Tại nút giao gần đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, thời gian chờ đèn đỏ quá lâu trong khi lượng phương tiện lưu thông rất lớn. Vào giờ cao điểm, tình trạng này gây ùn tắc kéo dài và ảnh hưởng đến các tuyến đường lân cận. Đề nghị cơ quan chức năng xem xét điều chỉnh chu kỳ đèn cho phù hợp.","tại nút giao gần đường lê_văn_lương , phường nhân chính , quận thanh_xuân , thời_gian chờ đèn_đỏ quá lâu trong khi lượng phương_tiện lưu_thông rất lớn . vào giờ cao_điểm , tình_trạng này gây ùn_tắc kéo_dài và ảnh_hưởng đến các tuyến đường lân_cận . đề_nghị cơ_quan_chức_năng xem_xét điều_chỉnh chu_kỳ đèn cho phù_hợp .","tại nút giao gần đường lê_văn_lương , phường nhân chính , quận thanh_xuân , thời_gian chờ đèn_đỏ quá lâu trong khi lượng phương_tiện lưu_thông rất lớn . vào giờ cao_điểm , tình_trạng này gây ùn_tắc kéo_dài và ảnh_hưởng đến các tuyến đường lân_cận . đề_nghị cơ_quan_chức_năng xem_xét điều_chỉnh chu_kỳ đèn cho phù_hợp .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0020,Hanoi,,"Người dân phản ánh đèn tín hiệu tại phố Chùa Bộc, phường Quang Trung, quận Đống Đa bị lỗi, đèn xanh và đèn đỏ chuyển pha không hợp lý. Một số phương tiện không xác định được hướng di chuyển an toàn, gây mất trật tự giao thông. Đề nghị kiểm tra hệ thống điều khiển đèn tín hiệu tại khu vực này.","Người dân phản ánh đèn tín hiệu tại phố Chùa Bộc, phường Quang Trung, quận Đống Đa bị lỗi, đèn xanh và đèn đỏ chuyển pha không hợp lý. Một số phương tiện không xác định được hướng di chuyển an toàn, gây mất trật tự giao thông. Đề nghị kiểm tra hệ thống điều khiển đèn tín hiệu tại khu vực này.","người dân phản_ánh đèn tín_hiệu tại phố chùa bộc , phường quang_trung , quận đống_đa bị lỗi , đèn_xanh và đèn_đỏ chuyển pha không hợp_lý . một_số phương_tiện không xác_định được hướng di_chuyển an_toàn , gây mất trật_tự giao_thông . đề_nghị kiểm_tra hệ_thống điều_khiển đèn tín_hiệu tại khu_vực này .","người dân phản_ánh đèn tín_hiệu tại phố chùa bộc , phường quang_trung , quận đống_đa bị lỗi , đèn_xanh và đèn_đỏ chuyển pha không hợp_lý . một_số phương_tiện không xác_định được hướng di_chuyển an_toàn , gây mất trật_tự giao_thông . đề_nghị kiểm_tra hệ_thống điều_khiển đèn tín_hiệu tại khu_vực này .",,Dữ liệu ảo,,den_tin_hieu,trung_binh,True
SYN0021,Hanoi,,"Biển báo giao thông tại khu vực đường Cầu Giấy, đoạn gần chợ Cầu Giấy, quận Cầu Giấy bị cây xanh che khuất, người điều khiển phương tiện rất khó quan sát từ xa. Tình trạng này có thể khiến người đi đường không nhận biết được quy định giao thông tại khu vực. Kính đề nghị cơ quan chức năng cắt tỉa cây xanh và điều chỉnh lại vị trí biển báo.","Biển báo giao thông tại khu vực đường Cầu Giấy, đoạn gần chợ Cầu Giấy, quận Cầu Giấy bị cây xanh che khuất, người điều khiển phương tiện rất khó quan sát từ xa. Tình trạng này có thể khiến người đi đường không nhận biết được quy định giao thông tại khu vực. Kính đề nghị cơ quan chức năng cắt tỉa cây xanh và điều chỉnh lại vị trí biển báo.","biển_báo giao_thông tại khu_vực đường cầu giấy , đoạn gần chợ cầu giấy , quận cầu giấy bị cây_xanh che_khuất , người điều_khiển phương_tiện rất khó quan_sát từ xa . tình_trạng này có_thể khiến người đi đường không nhận_biết được quy_định giao_thông tại khu_vực . kính đề_nghị cơ_quan_chức_năng cắt tỉa cây_xanh và điều_chỉnh lại vị_trí biển_báo .","biển_báo giao_thông tại khu_vực đường cầu giấy , đoạn gần chợ cầu giấy , quận cầu giấy bị cây_xanh che_khuất , người điều_khiển phương_tiện rất khó quan_sát từ xa . tình_trạng này có_thể khiến người đi đường không nhận_biết được quy_định giao_thông tại khu_vực . kính đề_nghị cơ_quan_chức_năng cắt tỉa cây_xanh và điều_chỉnh lại vị_trí biển_báo .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0022,Hanoi,,"Tại đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, biển cấm dừng đỗ bị nghiêng và nội dung trên biển đã mờ, gây khó khăn cho người tham gia giao thông. Một số phương tiện vẫn dừng đỗ tại khu vực này do không nhìn rõ biển báo. Đề nghị kiểm tra, thay thế hoặc sơn sửa lại biển báo.","Tại đường Lê Văn Lương, phường Nhân Chính, quận Thanh Xuân, biển cấm dừng đỗ bị nghiêng và nội dung trên biển đã mờ, gây khó khăn cho người tham gia giao thông. Một số phương tiện vẫn dừng đỗ tại khu vực này do không nhìn rõ biển báo. Đề nghị kiểm tra, thay thế hoặc sơn sửa lại biển báo.","tại đường lê_văn_lương , phường nhân chính , quận thanh_xuân , biển cấm dừng đỗ bị nghiêng và nội_dung trên biển đã mờ , gây khó_khăn cho người tham_gia giao_thông . một_số phương_tiện vẫn dừng đỗ tại khu_vực này do không nhìn rõ biển_báo . đề_nghị kiểm_tra , thay_thế hoặc sơn sửa lại biển_báo .","tại đường lê_văn_lương , phường nhân chính , quận thanh_xuân , biển cấm dừng đỗ bị nghiêng và nội_dung trên biển đã mờ , gây khó_khăn cho người tham_gia giao_thông . một_số phương_tiện vẫn dừng đỗ tại khu_vực này do không nhìn rõ biển_báo . đề_nghị kiểm_tra , thay_thế hoặc sơn sửa lại biển_báo .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0023,Hanoi,,"Người dân phản ánh khu vực phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trưng thiếu biển cảnh báo nguy hiểm tại đoạn đường cong, nơi thường xuyên có phương tiện di chuyển với tốc độ cao. Việc thiếu biển báo khiến người đi đường khó chủ động giảm tốc độ. Đề nghị bổ sung biển cảnh báo để đảm bảo an toàn giao thông.","Người dân phản ánh khu vực phố Minh Khai, phường Vĩnh Tuy, quận Hai Bà Trưng thiếu biển cảnh báo nguy hiểm tại đoạn đường cong, nơi thường xuyên có phương tiện di chuyển với tốc độ cao. Việc thiếu biển báo khiến người đi đường khó chủ động giảm tốc độ. Đề nghị bổ sung biển cảnh báo để đảm bảo an toàn giao thông.","người dân phản_ánh khu_vực phố minh_khai , phường vĩnh_tuy , quận hai bà trưng thiếu biển cảnh_báo nguy_hiểm tại đoạn đường_cong , nơi thường_xuyên có phương_tiện di_chuyển với tốc_độ cao . việc thiếu biển_báo khiến người đi đường khó chủ_động giảm_tốc_độ . đề_nghị bổ_sung biển cảnh_báo để đảm_bảo_an_toàn giao_thông .","người dân phản_ánh khu_vực phố minh_khai , phường vĩnh_tuy , quận hai bà trưng thiếu biển cảnh_báo nguy_hiểm tại đoạn đường_cong , nơi thường_xuyên có phương_tiện di_chuyển với tốc_độ cao . việc thiếu biển_báo khiến người đi đường khó chủ_động giảm_tốc_độ . đề_nghị bổ_sung biển cảnh_báo để đảm_bảo_an_toàn giao_thông .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0024,Hanoi,,"Bảng tên đường tại đường Cầu Giấy, đoạn gần chợ Cầu Giấy, quận Cầu Giấy bị hư hỏng và không còn rõ chữ, gây khó khăn cho người dân, shipper và phương tiện tìm địa chỉ. Kính đề nghị đơn vị quản lý kiểm tra và thay mới bảng tên đường để thuận tiện cho việc nhận diện địa điểm.","Bảng tên đường tại đường Cầu Giấy, đoạn gần chợ Cầu Giấy, quận Cầu Giấy bị hư hỏng và không còn rõ chữ, gây khó khăn cho người dân, shipper và phương tiện tìm địa chỉ. Kính đề nghị đơn vị quản lý kiểm tra và thay mới bảng tên đường để thuận tiện cho việc nhận diện địa điểm.","bảng tên đường tại đường cầu giấy , đoạn gần chợ cầu giấy , quận cầu giấy bị hư_hỏng và không còn rõ chữ , gây khó_khăn cho người dân , shipper và phương_tiện tìm địa_chỉ . kính đề_nghị đơn_vị quản_lý kiểm_tra và thay mới bảng tên đường để thuận_tiện cho việc nhận_diện địa_điểm .","bảng tên đường tại đường cầu giấy , đoạn gần chợ cầu giấy , quận cầu giấy bị hư_hỏng và không còn rõ chữ , gây khó_khăn cho người dân , shipper và phương_tiện tìm địa_chỉ . kính đề_nghị đơn_vị quản_lý kiểm_tra và thay mới bảng tên đường để thuận_tiện cho việc nhận_diện địa_điểm .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0025,Hanoi,,"Tại khu vực đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên, biển báo giao thông bị xoay lệch hướng so với chiều di chuyển của phương tiện. Người tham gia giao thông khó nhận biết nội dung biển, dễ đi sai quy định. Đề nghị cơ quan chức năng điều chỉnh lại vị trí biển báo.","Tại khu vực đường Nguyễn Văn Cừ, phường Bồ Đề, quận Long Biên, biển báo giao thông bị xoay lệch hướng so với chiều di chuyển của phương tiện. Người tham gia giao thông khó nhận biết nội dung biển, dễ đi sai quy định. Đề nghị cơ quan chức năng điều chỉnh lại vị trí biển báo.","tại khu_vực đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên , biển_báo giao_thông bị xoay lệch hướng so với chiều di_chuyển của phương_tiện . người tham_gia giao_thông khó nhận_biết nội_dung biển , dễ đi sai quy_định . đề_nghị cơ_quan_chức_năng điều_chỉnh lại vị_trí biển_báo .","tại khu_vực đường nguyễn_văn_cừ , phường bồ_đề , quận long_biên , biển_báo giao_thông bị xoay lệch hướng so với chiều di_chuyển của phương_tiện . người tham_gia giao_thông khó nhận_biết nội_dung biển , dễ đi sai quy_định . đề_nghị cơ_quan_chức_năng điều_chỉnh lại vị_trí biển_báo .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0026,Hanoi,,"Biển cảnh báo tại đường Cầu Giấy, đoạn gần chợ Cầu Giấy, quận Cầu Giấy đã bị mờ chữ và xuống cấp sau thời gian dài sử dụng. Vào ban đêm hoặc khi trời mưa, người đi đường gần như không nhìn rõ nội dung. Kính đề nghị thay mới biển báo để đảm bảo an toàn.","Biển cảnh báo tại đường Cầu Giấy, đoạn gần chợ Cầu Giấy, quận Cầu Giấy đã bị mờ chữ và xuống cấp sau thời gian dài sử dụng. Vào ban đêm hoặc khi trời mưa, người đi đường gần như không nhìn rõ nội dung. Kính đề nghị thay mới biển báo để đảm bảo an toàn.","biển cảnh_báo tại đường cầu giấy , đoạn gần chợ cầu giấy , quận cầu giấy đã bị mờ chữ và xuống_cấp sau thời_gian dài sử_dụng . vào ban_đêm hoặc khi trời mưa , người đi đường gần như_không nhìn rõ nội_dung . kính đề_nghị thay mới biển_báo để đảm_bảo_an_toàn .","biển cảnh_báo tại đường cầu giấy , đoạn gần chợ cầu giấy , quận cầu giấy đã bị mờ chữ và xuống_cấp sau thời_gian dài sử_dụng . vào ban_đêm hoặc khi trời mưa , người đi đường gần như_không nhìn rõ nội_dung . kính đề_nghị thay mới biển_báo để đảm_bảo_an_toàn .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0027,Hanoi,,"Người dân phản ánh tại phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa thiếu biển cảnh báo khu vực đông học sinh qua đường. Vào giờ tan học, phương tiện di chuyển nhiều nhưng không có cảnh báo giảm tốc độ. Đề nghị bổ sung biển báo phù hợp.","Người dân phản ánh tại phố Tây Sơn, đoạn gần Đại học Thủy Lợi, quận Đống Đa thiếu biển cảnh báo khu vực đông học sinh qua đường. Vào giờ tan học, phương tiện di chuyển nhiều nhưng không có cảnh báo giảm tốc độ. Đề nghị bổ sung biển báo phù hợp.","người dân phản_ánh tại phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa thiếu biển cảnh_báo khu_vực đông học_sinh qua đường . vào giờ tan học , phương_tiện di_chuyển nhiều nhưng không có cảnh_báo giảm_tốc_độ . đề_nghị bổ_sung biển_báo phù_hợp .","người dân phản_ánh tại phố tây_sơn , đoạn gần đại_học thủy_lợi , quận đống_đa thiếu biển cảnh_báo khu_vực đông học_sinh qua đường . vào giờ tan học , phương_tiện di_chuyển nhiều nhưng không có cảnh_báo giảm_tốc_độ . đề_nghị bổ_sung biển_báo phù_hợp .",,Dữ liệu ảo,,bien_bao,trung_binh,True
SYN0028,Hanoi,,"Tại phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa, biển cấm đỗ xe được đặt quá sát góc khuất nên nhiều tài xế không quan sát được. Tình trạng dừng đỗ sai quy định vẫn diễn ra thường xuyên. Đề nghị xem xét đặt lại biển ở vị trí dễ nhìn hơn.","Tại phố Tôn Đức Thắng, phường Hàng Bột, quận Đống Đa, biển cấm đỗ xe được đặt quá sát góc khuất nên nhiều tài xế không quan sát được. Tình trạng dừng đỗ sai quy định vẫn diễn ra thường xuyên. Đề nghị xem xét đặt lại biển ở vị trí dễ nhìn hơn.","tại phố tôn_đức_thắng , phường hàng bột , quận đống_đa , biển cấm đỗ xe được đặt quá sát góc khuất nên nhiều tài_xế không quan_sát được . tình_trạng dừng đỗ sai quy_định vẫn diễn ra thường_xuyên . đề_nghị xem_xét đặt lại biển ở vị_trí dễ nhìn hơn .","tại phố tôn_đức_thắng , phường hàng bột , quận đống_đa , biển cấm đỗ xe được đặt quá sát góc khuất nên nhiều tài_xế không quan_sát được . tình_trạng dừng đỗ sai quy_định vẫn diễn ra thường_xuyên . đề_nghị xem_xét đặt lại biển ở vị_trí dễ nhìn hơn .",,Dữ liệu ảo,,bien_bao,trung_binh,True
